location	variant	date	sequences
Mississippi	21J	2021-12-13	44
Missouri	21J	2021-12-13	161
Montana	21J	2021-12-13	12
Nebraska	21J	2021-12-13	71
Nevada	21J	2021-12-13	98
New Hampshire	21J	2021-12-13	33
New Jersey	21J	2021-12-13	126
New Mexico	21J	2021-12-13	127
New York	21J	2021-12-13	378
North Carolina	21J	2021-12-13	256
North Dakota	21J	2021-12-13	126
Ohio	21J	2021-12-13	146
Oklahoma	21J	2021-12-13	38
Oregon	21J	2021-12-13	80
Pennsylvania	21J	2021-12-13	139
Puerto Rico	21J	2021-12-13	20
Rhode Island	21J	2021-12-13	52
South Carolina	21J	2021-12-13	66
South Dakota	21J	2021-12-13	37
Tennessee	21J	2021-12-13	23
Texas	21J	2021-12-13	109
USA	21J	2021-12-13	50
Utah	21J	2021-12-13	140
Vermont	21J	2021-12-13	4
Virginia	21J	2021-12-13	217
Washington	21J	2021-12-13	195
Washington DC	21J	2021-12-13	17
West Virginia	21J	2021-12-13	246
Wisconsin	21J	2021-12-13	271
Wyoming	21J	2021-12-13	22
Alabama	21J	2021-12-14	20
Alaska	21J	2021-12-14	5
Arizona	21J	2021-12-14	301
Arkansas	21J	2021-12-14	24
California	21J	2021-12-14	1352
Colorado	21J	2021-12-14	551
Connecticut	21J	2021-12-14	143
Delaware	21J	2021-12-14	34
Florida	21J	2021-12-14	97
Georgia	21J	2021-12-14	67
Hawaii	21J	2021-12-14	10
Idaho	21J	2021-12-14	24
Illinois	21J	2021-12-14	283
Indiana	21J	2021-12-14	157
Iowa	21J	2021-12-14	55
Kansas	21J	2021-12-14	60
Kentucky	21J	2021-12-14	52
Louisiana	21J	2021-12-14	9
Maine	21J	2021-12-14	66
Maryland	21J	2021-12-14	242
Massachusetts	21J	2021-12-14	478
Michigan	21J	2021-12-14	191
Minnesota	21J	2021-12-14	371
Mississippi	21J	2021-12-14	22
Missouri	21J	2021-12-14	114
Montana	21J	2021-12-14	12
Nebraska	21J	2021-12-14	66
Nevada	21J	2021-12-14	69
New Hampshire	21J	2021-12-14	30
New Jersey	21J	2021-12-14	185
New Mexico	21J	2021-12-14	107
New York	21J	2021-12-14	411
North Carolina	21J	2021-12-14	412
North Dakota	21J	2021-12-14	76
Ohio	21J	2021-12-14	176
Oklahoma	21J	2021-12-14	41
Oregon	21J	2021-12-14	53
Pennsylvania	21J	2021-12-14	233
Puerto Rico	21J	2021-12-14	14
Rhode Island	21J	2021-12-14	54
South Carolina	21J	2021-12-14	47
South Dakota	21J	2021-12-14	26
Tennessee	21J	2021-12-14	62
Texas	21J	2021-12-14	146
USA	21J	2021-12-14	36
Utah	21J	2021-12-14	145
Vermont	21J	2021-12-14	60
Virginia	21J	2021-12-14	158
Washington	21J	2021-12-14	182
Washington DC	21J	2021-12-14	43
West Virginia	21J	2021-12-14	146
Wisconsin	21J	2021-12-14	292
Wyoming	21J	2021-12-14	15
Alabama	21J	2021-12-15	10
Alaska	21J	2021-12-15	7
Arizona	21J	2021-12-15	209
Arkansas	21J	2021-12-15	23
California	21J	2021-12-15	1437
Colorado	21J	2021-12-15	512
Connecticut	21J	2021-12-15	135
Delaware	21J	2021-12-15	16
Florida	21J	2021-12-15	62
Georgia	21J	2021-12-15	82
Hawaii	21J	2021-12-15	9
Idaho	21J	2021-12-15	21
Illinois	21J	2021-12-15	235
Indiana	21J	2021-12-15	105
Iowa	21J	2021-12-15	47
Kansas	21J	2021-12-15	82
Kentucky	21J	2021-12-15	57
Louisiana	21J	2021-12-15	17
Maine	21J	2021-12-15	35
Maryland	21J	2021-12-15	181
Massachusetts	21J	2021-12-15	711
Michigan	21J	2021-12-15	165
Minnesota	21J	2021-12-15	212
Mississippi	21J	2021-12-15	18
Missouri	21J	2021-12-15	102
Montana	21J	2021-12-15	14
Nebraska	21J	2021-12-15	50
Nevada	21J	2021-12-15	69
New Hampshire	21J	2021-12-15	49
New Jersey	21J	2021-12-15	126
New Mexico	21J	2021-12-15	96
New York	21J	2021-12-15	334
North Carolina	21J	2021-12-15	137
North Dakota	21J	2021-12-15	61
Ohio	21J	2021-12-15	150
Oklahoma	21J	2021-12-15	37
Oregon	21J	2021-12-15	42
Pennsylvania	21J	2021-12-15	211
Puerto Rico	21J	2021-12-15	3
Rhode Island	21J	2021-12-15	41
South Carolina	21J	2021-12-15	76
South Dakota	21J	2021-12-15	27
Tennessee	21J	2021-12-15	73
Texas	21J	2021-12-15	119
USA	21J	2021-12-15	75
Utah	21J	2021-12-15	128
Vermont	21J	2021-12-15	9
Virginia	21J	2021-12-15	136
Washington	21J	2021-12-15	114
Washington DC	21J	2021-12-15	15
West Virginia	21J	2021-12-15	82
Wisconsin	21J	2021-12-15	247
Wyoming	21J	2021-12-15	15
Alabama	21J	2021-12-16	19
Alaska	21J	2021-12-16	19
Arizona	21J	2021-12-16	274
Arkansas	21J	2021-12-16	40
California	21J	2021-12-16	1197
Colorado	21J	2021-12-16	633
Connecticut	21J	2021-12-16	139
Delaware	21J	2021-12-16	9
Florida	21J	2021-12-16	35
Georgia	21J	2021-12-16	50
Hawaii	21J	2021-12-16	7
Idaho	21J	2021-12-16	21
Illinois	21J	2021-12-16	191
Indiana	21J	2021-12-16	68
Iowa	21J	2021-12-16	51
Kansas	21J	2021-12-16	59
Kentucky	21J	2021-12-16	43
Louisiana	21J	2021-12-16	17
Maine	21J	2021-12-16	35
Maryland	21J	2021-12-16	139
Massachusetts	21J	2021-12-16	432
Michigan	21J	2021-12-16	143
Minnesota	21J	2021-12-16	95
Mississippi	21J	2021-12-16	16
Missouri	21J	2021-12-16	123
Montana	21J	2021-12-16	12
Nebraska	21J	2021-12-16	55
Nevada	21J	2021-12-16	52
New Hampshire	21J	2021-12-16	33
New Jersey	21J	2021-12-16	191
New Mexico	21J	2021-12-16	132
New York	21J	2021-12-16	326
North Carolina	21J	2021-12-16	159
North Dakota	21J	2021-12-16	22
Ohio	21J	2021-12-16	128
Oklahoma	21J	2021-12-16	37
Oregon	21J	2021-12-16	40
Pennsylvania	21J	2021-12-16	200
Puerto Rico	21J	2021-12-16	3
Rhode Island	21J	2021-12-16	53
South Carolina	21J	2021-12-16	43
South Dakota	21J	2021-12-16	25
Tennessee	21J	2021-12-16	74
Texas	21J	2021-12-16	107
USA	21J	2021-12-16	33
Utah	21J	2021-12-16	147
Vermont	21J	2021-12-16	21
Virginia	21J	2021-12-16	99
Washington	21J	2021-12-16	84
Washington DC	21J	2021-12-16	6
West Virginia	21J	2021-12-16	60
Wisconsin	21J	2021-12-16	230
Wyoming	21J	2021-12-16	19
Alabama	21J	2021-12-17	26
Alaska	21J	2021-12-17	4
Arizona	21J	2021-12-17	186
Arkansas	21J	2021-12-17	33
California	21J	2021-12-17	1145
Colorado	21J	2021-12-17	465
Connecticut	21J	2021-12-17	165
Delaware	21J	2021-12-17	11
Florida	21J	2021-12-17	52
Georgia	21J	2021-12-17	52
Hawaii	21J	2021-12-17	9
Idaho	21J	2021-12-17	9
Illinois	21J	2021-12-17	207
Indiana	21J	2021-12-17	89
Iowa	21J	2021-12-17	42
Kansas	21J	2021-12-17	85
Kentucky	21J	2021-12-17	98
Louisiana	21J	2021-12-17	13
Maine	21J	2021-12-17	13
Maryland	21J	2021-12-17	89
Massachusetts	21J	2021-12-17	475
Michigan	21J	2021-12-17	85
Minnesota	21J	2021-12-17	296
Mississippi	21J	2021-12-17	10
Missouri	21J	2021-12-17	115
Montana	21J	2021-12-17	11
Nebraska	21J	2021-12-17	33
Nevada	21J	2021-12-17	45
New Hampshire	21J	2021-12-17	37
New Jersey	21J	2021-12-17	185
New Mexico	21J	2021-12-17	60
New York	21J	2021-12-17	280
North Carolina	21J	2021-12-17	128
North Dakota	21J	2021-12-17	58
Ohio	21J	2021-12-17	126
Oklahoma	21J	2021-12-17	22
Oregon	21J	2021-12-17	43
Pennsylvania	21J	2021-12-17	153
Puerto Rico	21J	2021-12-17	6
Rhode Island	21J	2021-12-17	32
South Carolina	21J	2021-12-17	58
South Dakota	21J	2021-12-17	28
Tennessee	21J	2021-12-17	54
Texas	21J	2021-12-17	107
USA	21J	2021-12-17	42
Utah	21J	2021-12-17	95
Vermont	21J	2021-12-17	11
Virginia	21J	2021-12-17	69
Washington	21J	2021-12-17	112
Washington DC	21J	2021-12-17	2
West Virginia	21J	2021-12-17	54
Wisconsin	21J	2021-12-17	201
Wyoming	21J	2021-12-17	14
Alabama	21J	2021-12-18	8
Alaska	21J	2021-12-18	3
Arizona	21J	2021-12-18	153
Arkansas	21J	2021-12-18	13
California	21J	2021-12-18	848
Colorado	21J	2021-12-18	229
Connecticut	21J	2021-12-18	45
Delaware	21J	2021-12-18	13
Florida	21J	2021-12-18	29
Georgia	21J	2021-12-18	18
Hawaii	21J	2021-12-18	6
Idaho	21J	2021-12-18	4
Illinois	21J	2021-12-18	72
Indiana	21J	2021-12-18	73
Iowa	21J	2021-12-18	23
Kansas	21J	2021-12-18	28
Kentucky	21J	2021-12-18	69
Louisiana	21J	2021-12-18	8
Maine	21J	2021-12-18	2
Maryland	21J	2021-12-18	35
Massachusetts	21J	2021-12-18	249
Michigan	21J	2021-12-18	54
Minnesota	21J	2021-12-18	54
Mississippi	21J	2021-12-18	4
Missouri	21J	2021-12-18	54
Montana	21J	2021-12-18	7
Nebraska	21J	2021-12-18	21
Nevada	21J	2021-12-18	30
New Hampshire	21J	2021-12-18	15
New Jersey	21J	2021-12-18	28
New Mexico	21J	2021-12-18	34
New York	21J	2021-12-18	144
North Carolina	21J	2021-12-18	87
North Dakota	21J	2021-12-18	14
Ohio	21J	2021-12-18	52
Oklahoma	21J	2021-12-18	8
Oregon	21J	2021-12-18	14
Pennsylvania	21J	2021-12-18	84
Rhode Island	21J	2021-12-18	15
South Carolina	21J	2021-12-18	30
South Dakota	21J	2021-12-18	9
Tennessee	21J	2021-12-18	56
Texas	21J	2021-12-18	97
USA	21J	2021-12-18	13
Utah	21J	2021-12-18	57
Vermont	21J	2021-12-18	24
Virginia	21J	2021-12-18	35
Washington	21J	2021-12-18	44
Washington DC	21J	2021-12-18	2
West Virginia	21J	2021-12-18	66
Wisconsin	21J	2021-12-18	78
Wyoming	21J	2021-12-18	4
Alabama	21J	2021-12-19	7
Alaska	21J	2021-12-19	5
Arizona	21J	2021-12-19	108
Arkansas	21J	2021-12-19	10
California	21J	2021-12-19	362
Colorado	21J	2021-12-19	70
Connecticut	21J	2021-12-19	30
Delaware	21J	2021-12-19	10
Florida	21J	2021-12-19	28
Georgia	21J	2021-12-19	21
Hawaii	21J	2021-12-19	3
Idaho	21J	2021-12-19	1
Illinois	21J	2021-12-19	94
Indiana	21J	2021-12-19	36
Iowa	21J	2021-12-19	22
Kansas	21J	2021-12-19	13
Kentucky	21J	2021-12-19	86
Louisiana	21J	2021-12-19	4
Maine	21J	2021-12-19	8
Maryland	21J	2021-12-19	36
Massachusetts	21J	2021-12-19	212
Michigan	21J	2021-12-19	65
Minnesota	21J	2021-12-19	96
Mississippi	21J	2021-12-19	1
Missouri	21J	2021-12-19	31
Montana	21J	2021-12-19	6
Nebraska	21J	2021-12-19	15
Nevada	21J	2021-12-19	60
New Hampshire	21J	2021-12-19	5
New Jersey	21J	2021-12-19	44
New Mexico	21J	2021-12-19	36
New York	21J	2021-12-19	95
North Carolina	21J	2021-12-19	84
North Dakota	21J	2021-12-19	27
Ohio	21J	2021-12-19	57
Oklahoma	21J	2021-12-19	15
Oregon	21J	2021-12-19	23
Pennsylvania	21J	2021-12-19	32
Rhode Island	21J	2021-12-19	10
South Carolina	21J	2021-12-19	11
South Dakota	21J	2021-12-19	15
Tennessee	21J	2021-12-19	51
Texas	21J	2021-12-19	62
USA	21J	2021-12-19	12
Utah	21J	2021-12-19	42
Vermont	21J	2021-12-19	13
Virginia	21J	2021-12-19	35
Washington	21J	2021-12-19	34
Washington DC	21J	2021-12-19	5
West Virginia	21J	2021-12-19	39
Wisconsin	21J	2021-12-19	66
Wyoming	21J	2021-12-19	4
Alabama	21J	2021-12-20	7
Alaska	21J	2021-12-20	10
Arizona	21J	2021-12-20	141
Arkansas	21J	2021-12-20	39
California	21J	2021-12-20	1030
Colorado	21J	2021-12-20	340
Connecticut	21J	2021-12-20	101
Delaware	21J	2021-12-20	23
Florida	21J	2021-12-20	55
Georgia	21J	2021-12-20	26
Hawaii	21J	2021-12-20	1
Idaho	21J	2021-12-20	7
Illinois	21J	2021-12-20	139
Indiana	21J	2021-12-20	54
Iowa	21J	2021-12-20	46
Kansas	21J	2021-12-20	25
Kentucky	21J	2021-12-20	82
Louisiana	21J	2021-12-20	12
Maine	21J	2021-12-20	47
Maryland	21J	2021-12-20	54
Massachusetts	21J	2021-12-20	375
Michigan	21J	2021-12-20	99
Minnesota	21J	2021-12-20	76
Mississippi	21J	2021-12-20	24
Missouri	21J	2021-12-20	73
Montana	21J	2021-12-20	7
Nebraska	21J	2021-12-20	66
Nevada	21J	2021-12-20	57
New Hampshire	21J	2021-12-20	6
New Jersey	21J	2021-12-20	63
New Mexico	21J	2021-12-20	91
New York	21J	2021-12-20	163
North Carolina	21J	2021-12-20	110
North Dakota	21J	2021-12-20	47
Ohio	21J	2021-12-20	100
Oklahoma	21J	2021-12-20	36
Oregon	21J	2021-12-20	20
Pennsylvania	21J	2021-12-20	108
Puerto Rico	21J	2021-12-20	6
Rhode Island	21J	2021-12-20	28
South Carolina	21J	2021-12-20	43
South Dakota	21J	2021-12-20	35
Tennessee	21J	2021-12-20	84
Texas	21J	2021-12-20	131
USA	21J	2021-12-20	29
Utah	21J	2021-12-20	105
Vermont	21J	2021-12-20	8
Virginia	21J	2021-12-20	67
Washington	21J	2021-12-20	45
Washington DC	21J	2021-12-20	7
West Virginia	21J	2021-12-20	67
Wisconsin	21J	2021-12-20	133
Wyoming	21J	2021-12-20	16
Alabama	21J	2021-12-21	7
Alaska	21J	2021-12-21	14
Arizona	21J	2021-12-21	178
Arkansas	21J	2021-12-21	26
California	21J	2021-12-21	991
Colorado	21J	2021-12-21	243
Connecticut	21J	2021-12-21	64
Delaware	21J	2021-12-21	18
Florida	21J	2021-12-21	29
Georgia	21J	2021-12-21	26
Hawaii	21J	2021-12-21	2
Idaho	21J	2021-12-21	17
Illinois	21J	2021-12-21	123
Indiana	21J	2021-12-21	49
Iowa	21J	2021-12-21	30
Kansas	21J	2021-12-21	15
Kentucky	21J	2021-12-21	24
Louisiana	21J	2021-12-21	9
Maine	21J	2021-12-21	24
Maryland	21J	2021-12-21	94
Massachusetts	21J	2021-12-21	420
Michigan	21J	2021-12-21	84
Minnesota	21J	2021-12-21	83
Mississippi	21J	2021-12-21	16
Missouri	21J	2021-12-21	50
Montana	21J	2021-12-21	10
Nebraska	21J	2021-12-21	28
Nevada	21J	2021-12-21	69
New Hampshire	21J	2021-12-21	16
New Jersey	21J	2021-12-21	70
New Mexico	21J	2021-12-21	59
New York	21J	2021-12-21	156
North Carolina	21J	2021-12-21	128
North Dakota	21J	2021-12-21	77
Ohio	21J	2021-12-21	68
Oklahoma	21J	2021-12-21	38
Oregon	21J	2021-12-21	47
Pennsylvania	21J	2021-12-21	88
Rhode Island	21J	2021-12-21	19
South Carolina	21J	2021-12-21	24
South Dakota	21J	2021-12-21	20
Tennessee	21J	2021-12-21	119
Texas	21J	2021-12-21	119
USA	21J	2021-12-21	11
Utah	21J	2021-12-21	137
Vermont	21J	2021-12-21	5
Virginia	21J	2021-12-21	97
Washington	21J	2021-12-21	61
Washington DC	21J	2021-12-21	16
West Virginia	21J	2021-12-21	24
Wisconsin	21J	2021-12-21	85
Wyoming	21J	2021-12-21	8
Alabama	21J	2021-12-22	6
Alaska	21J	2021-12-22	3
Arizona	21J	2021-12-22	319
Arkansas	21J	2021-12-22	53
California	21J	2021-12-22	891
Colorado	21J	2021-12-22	176
Connecticut	21J	2021-12-22	78
Delaware	21J	2021-12-22	14
Florida	21J	2021-12-22	33
Georgia	21J	2021-12-22	16
Hawaii	21J	2021-12-22	2
Idaho	21J	2021-12-22	15
Illinois	21J	2021-12-22	132
Indiana	21J	2021-12-22	43
Iowa	21J	2021-12-22	28
Kansas	21J	2021-12-22	30
Kentucky	21J	2021-12-22	6
Louisiana	21J	2021-12-22	7
Maine	21J	2021-12-22	42
Maryland	21J	2021-12-22	42
Massachusetts	21J	2021-12-22	193
Michigan	21J	2021-12-22	67
Minnesota	21J	2021-12-22	66
Mississippi	21J	2021-12-22	11
Missouri	21J	2021-12-22	78
Montana	21J	2021-12-22	12
Nebraska	21J	2021-12-22	12
Nevada	21J	2021-12-22	40
New Hampshire	21J	2021-12-22	11
New Jersey	21J	2021-12-22	69
New Mexico	21J	2021-12-22	50
New York	21J	2021-12-22	156
North Carolina	21J	2021-12-22	117
North Dakota	21J	2021-12-22	39
Ohio	21J	2021-12-22	54
Oklahoma	21J	2021-12-22	21
Oregon	21J	2021-12-22	34
Pennsylvania	21J	2021-12-22	117
Rhode Island	21J	2021-12-22	26
South Carolina	21J	2021-12-22	40
South Dakota	21J	2021-12-22	15
Tennessee	21J	2021-12-22	51
Texas	21J	2021-12-22	76
USA	21J	2021-12-22	18
Utah	21J	2021-12-22	145
Virginia	21J	2021-12-22	80
Washington	21J	2021-12-22	40
Washington DC	21J	2021-12-22	9
West Virginia	21J	2021-12-22	37
Wisconsin	21J	2021-12-22	72
Wyoming	21J	2021-12-22	10
Alabama	21J	2021-12-23	4
Alaska	21J	2021-12-23	2
Arizona	21J	2021-12-23	111
Arkansas	21J	2021-12-23	17
California	21J	2021-12-23	582
Colorado	21J	2021-12-23	141
Connecticut	21J	2021-12-23	52
Delaware	21J	2021-12-23	17
Florida	21J	2021-12-23	11
Georgia	21J	2021-12-23	6
Hawaii	21J	2021-12-23	1
Idaho	21J	2021-12-23	6
Illinois	21J	2021-12-23	42
Indiana	21J	2021-12-23	68
Iowa	21J	2021-12-23	9
Kansas	21J	2021-12-23	21
Kentucky	21J	2021-12-23	54
Louisiana	21J	2021-12-23	5
Maine	21J	2021-12-23	21
Maryland	21J	2021-12-23	26
Massachusetts	21J	2021-12-23	138
Michigan	21J	2021-12-23	57
Minnesota	21J	2021-12-23	64
Mississippi	21J	2021-12-23	5
Missouri	21J	2021-12-23	51
Montana	21J	2021-12-23	6
Nebraska	21J	2021-12-23	6
Nevada	21J	2021-12-23	16
New Hampshire	21J	2021-12-23	4
New Jersey	21J	2021-12-23	45
New Mexico	21J	2021-12-23	48
New York	21J	2021-12-23	138
North Carolina	21J	2021-12-23	45
North Dakota	21J	2021-12-23	65
Ohio	21J	2021-12-23	38
Oklahoma	21J	2021-12-23	13
Oregon	21J	2021-12-23	31
Pennsylvania	21J	2021-12-23	68
Rhode Island	21J	2021-12-23	15
South Carolina	21J	2021-12-23	10
South Dakota	21J	2021-12-23	9
Tennessee	21J	2021-12-23	41
Texas	21J	2021-12-23	47
USA	21J	2021-12-23	26
Utah	21J	2021-12-23	161
Virginia	21J	2021-12-23	29
Washington	21J	2021-12-23	28
West Virginia	21J	2021-12-23	25
Wisconsin	21J	2021-12-23	61
Wyoming	21J	2021-12-23	2
Alabama	21J	2021-12-24	4
Arizona	21J	2021-12-24	73
Arkansas	21J	2021-12-24	17
California	21J	2021-12-24	182
Colorado	21J	2021-12-24	116
Connecticut	21J	2021-12-24	18
Delaware	21J	2021-12-24	6
Florida	21J	2021-12-24	1
Georgia	21J	2021-12-24	1
Hawaii	21J	2021-12-24	2
Idaho	21J	2021-12-24	2
Illinois	21J	2021-12-24	10
Iowa	21J	2021-12-24	6
Kansas	21J	2021-12-24	2
Kentucky	21J	2021-12-24	5
Louisiana	21J	2021-12-24	1
Maine	21J	2021-12-24	4
Maryland	21J	2021-12-24	24
Massachusetts	21J	2021-12-24	19
Michigan	21J	2021-12-24	16
Minnesota	21J	2021-12-24	40
Mississippi	21J	2021-12-24	2
Missouri	21J	2021-12-24	18
Nebraska	21J	2021-12-24	5
Nevada	21J	2021-12-24	10
New Hampshire	21J	2021-12-24	5
New Jersey	21J	2021-12-24	3
New Mexico	21J	2021-12-24	23
New York	21J	2021-12-24	54
North Carolina	21J	2021-12-24	33
North Dakota	21J	2021-12-24	10
Ohio	21J	2021-12-24	6
Oklahoma	21J	2021-12-24	10
Oregon	21J	2021-12-24	10
Pennsylvania	21J	2021-12-24	3
Rhode Island	21J	2021-12-24	9
South Carolina	21J	2021-12-24	6
Tennessee	21J	2021-12-24	9
Texas	21J	2021-12-24	15
Utah	21J	2021-12-24	49
Virginia	21J	2021-12-24	6
Washington	21J	2021-12-24	30
Washington DC	21J	2021-12-24	1
West Virginia	21J	2021-12-24	1
Wisconsin	21J	2021-12-24	18
Wyoming	21J	2021-12-24	7
Alabama	21J	2021-12-25	1
Arizona	21J	2021-12-25	15
California	21J	2021-12-25	71
Colorado	21J	2021-12-25	73
Connecticut	21J	2021-12-25	2
Delaware	21J	2021-12-25	4
Idaho	21J	2021-12-25	2
Illinois	21J	2021-12-25	11
Iowa	21J	2021-12-25	8
Kansas	21J	2021-12-25	1
Maine	21J	2021-12-25	3
Maryland	21J	2021-12-25	23
Massachusetts	21J	2021-12-25	9
Michigan	21J	2021-12-25	9
Minnesota	21J	2021-12-25	28
Missouri	21J	2021-12-25	5
Montana	21J	2021-12-25	1
Nebraska	21J	2021-12-25	13
Nevada	21J	2021-12-25	2
New Hampshire	21J	2021-12-25	1
New Mexico	21J	2021-12-25	19
New York	21J	2021-12-25	23
North Carolina	21J	2021-12-25	12
North Dakota	21J	2021-12-25	4
Ohio	21J	2021-12-25	13
Oklahoma	21J	2021-12-25	22
Oregon	21J	2021-12-25	6
Rhode Island	21J	2021-12-25	1
Tennessee	21J	2021-12-25	7
Texas	21J	2021-12-25	16
USA	21J	2021-12-25	3
Utah	21J	2021-12-25	22
Virginia	21J	2021-12-25	9
Washington	21J	2021-12-25	2
Washington DC	21J	2021-12-25	1
West Virginia	21J	2021-12-25	3
Wisconsin	21J	2021-12-25	9
Wyoming	21J	2021-12-25	2
Alabama	21J	2021-12-26	1
Alaska	21J	2021-12-26	9
Arizona	21J	2021-12-26	71
Arkansas	21J	2021-12-26	11
California	21J	2021-12-26	231
Colorado	21J	2021-12-26	58
Connecticut	21J	2021-12-26	27
Delaware	21J	2021-12-26	11
Florida	21J	2021-12-26	24
Georgia	21J	2021-12-26	17
Hawaii	21J	2021-12-26	1
Idaho	21J	2021-12-26	6
Illinois	21J	2021-12-26	45
Indiana	21J	2021-12-26	14
Iowa	21J	2021-12-26	14
Kansas	21J	2021-12-26	23
Kentucky	21J	2021-12-26	16
Maine	21J	2021-12-26	5
Maryland	21J	2021-12-26	25
Massachusetts	21J	2021-12-26	127
Michigan	21J	2021-12-26	30
Minnesota	21J	2021-12-26	26
Mississippi	21J	2021-12-26	10
Missouri	21J	2021-12-26	17
Montana	21J	2021-12-26	3
Nebraska	21J	2021-12-26	20
Nevada	21J	2021-12-26	19
New Hampshire	21J	2021-12-26	7
New Jersey	21J	2021-12-26	8
New Mexico	21J	2021-12-26	35
New York	21J	2021-12-26	21
North Carolina	21J	2021-12-26	35
North Dakota	21J	2021-12-26	20
Ohio	21J	2021-12-26	30
Oklahoma	21J	2021-12-26	21
Oregon	21J	2021-12-26	11
Pennsylvania	21J	2021-12-26	15
Rhode Island	21J	2021-12-26	20
South Carolina	21J	2021-12-26	14
South Dakota	21J	2021-12-26	3
Tennessee	21J	2021-12-26	36
Texas	21J	2021-12-26	32
USA	21J	2021-12-26	8
Utah	21J	2021-12-26	104
Vermont	21J	2021-12-26	6
Virginia	21J	2021-12-26	34
Washington	21J	2021-12-26	14
West Virginia	21J	2021-12-26	35
Wisconsin	21J	2021-12-26	47
Wyoming	21J	2021-12-26	2
Alabama	21J	2021-12-27	3
Alaska	21J	2021-12-27	4
Arizona	21J	2021-12-27	139
Arkansas	21J	2021-12-27	38
California	21J	2021-12-27	463
Colorado	21J	2021-12-27	129
Connecticut	21J	2021-12-27	44
Delaware	21J	2021-12-27	16
Florida	21J	2021-12-27	18
Georgia	21J	2021-12-27	10
Hawaii	21J	2021-12-27	1
Idaho	21J	2021-12-27	12
Illinois	21J	2021-12-27	71
Indiana	21J	2021-12-27	29
Iowa	21J	2021-12-27	29
Kansas	21J	2021-12-27	27
Kentucky	21J	2021-12-27	8
Louisiana	21J	2021-12-27	3
Maine	21J	2021-12-27	22
Maryland	21J	2021-12-27	25
Massachusetts	21J	2021-12-27	159
Michigan	21J	2021-12-27	63
Minnesota	21J	2021-12-27	43
Mississippi	21J	2021-12-27	22
Missouri	21J	2021-12-27	64
Montana	21J	2021-12-27	12
Nebraska	21J	2021-12-27	44
Nevada	21J	2021-12-27	55
New Hampshire	21J	2021-12-27	9
New Jersey	21J	2021-12-27	27
New Mexico	21J	2021-12-27	62
New York	21J	2021-12-27	60
North Carolina	21J	2021-12-27	78
North Dakota	21J	2021-12-27	40
Ohio	21J	2021-12-27	43
Oklahoma	21J	2021-12-27	45
Oregon	21J	2021-12-27	18
Pennsylvania	21J	2021-12-27	15
Rhode Island	21J	2021-12-27	16
South Carolina	21J	2021-12-27	7
South Dakota	21J	2021-12-27	19
Tennessee	21J	2021-12-27	49
Texas	21J	2021-12-27	62
